company,currency,date_posted,description,emails,interval,is_remote,job_function,job_level,job_type,job_url,job_url_direct,listing_type,location,max_amount,min_amount,title
BJSS,,1737417600000,"About Us

We’re an award-winning innovative tech consultancy - a team of creative problem solvers. Since 1993 we’ve been finding better, more sustainable ways to solve complex technology problems for some of the world’s leading organisations and delivered solutions that millions of people use every day.

In the last 30 years we won several awards, including a prestigious Queen’s Award for Enterprise in the Innovation category for our Enterprise Agile delivery approach.

Operating from 26 locations across the world, we bring together teams of creative experts with diverse backgrounds and experiences, who enjoy working and learning in our collaborative and open culture and are committed to world-class delivery.

We want to continue to grow our team with people just like you!

About the Role

We are DataOps advocates and use software engineering best practices to build scalable and re-usable data solutions to help clients use their data to gain insights, drive decisions and deliver business value. Clients don’t engage BJSS to do the straightforward things, they ask us to help on their biggest challenges which means we get to work with a wide range of tools and technologies and there are always new things to learn.

BJSS data engineers are specialist software engineers that build, optimise and maintain data applications, systems and services. This role combines the discipline of software engineering with the knowledge and experience of building data solutions in order to deliver business value.

As a BJSS data engineer you’ll help our clients deploy data pipelines and processes in a production-safe manner, using the latest technologies and with a DataOps culture.

You’ll work in a fast moving, agile environment, within multi-disciplinary teams of highly skilled consultants, delivering modern data platforms into large organisations.

You can expect to get involved in variety of projects in the cloud (AWS, Azure, GCP), learning about and using data services such as Databricks, Data Factory, Synapse, Kafka, Redshift, Glue, Athena, BigQuery, S3, Cloud Data Fusion etc.

About You
• You're an engineer at heart and enjoy the challenge of building reliable, efficient data applications systems, services and platforms.
• You have a good understanding of coding best practices and design patterns and experience with code and data versioning, dependency management, code quality and optimisation, error handling, logging, monitoring, validation and alerting.
• You have experience in writing well tested object-oriented Python.
• You have experience with using CI/CD tooling to analyse, build, test and deploy your code.
• You have a good understanding of design choices for data storage and data processing, with a particular focus on cloud data services.
• You have experience in using parallel computing to process large datasets and to optimise computationally intensive tasks.
• You have experience in programmatically deploying, scheduling and monitoring components in a workflow.
• You have experience in writing complex queries against relational and non-relational data stores.

Some of the Perks
• Flexible benefits allowance – you choose how to spend your allowance (additional pension contributions, healthcare, dental and more)
• Industry leading health and wellbeing plan - we partner with several wellbeing support functions to cater to each individual's need, including 24/7 GP services, mental health support, and other
• Life Assurance (4 x annual salary)
• 25 days annual leave plus bank holidays
• Hybrid working - Our roles are not fully remote as we take pride in the tight knit communities we have created at our local offices. But we offer plenty of flexibility and you can split your time between the office, client site and WFH
• Discounts – we have preferred rates from dozens of retail, lifestyle, and utility brands
• An industry-leading referral scheme with no limits on the number of referrals
• Flexible holiday buy/sell option
• Electric vehicle scheme
• Training opportunities and incentives – we support professional certifications across engineering and non-engineering roles, including unlimited access to O’Reilly
• Giving back – the ability to get involved nationally and regionally with partnerships to get people from diverse backgrounds into tech
• You will become part of a squad with people from different areas within the business who will help you grow at BJSS
• We have a busy social calendar that you can choose to join– quarterly town halls/squad nights out/weekends away with families included/office get togethers
• GymFlex gym membership programme",,,True,,,fulltime,https://talents.studysmarter.co.uk/companies/bjss/bjss-data-engineer-694344/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Swansea,,,BJSS | Data Engineer
Bits,,1737331200000,"About Bits:
Bits is a fast-growing fintech startup based in London. We are dedicated to promoting financial inclusion and providing credit building solutions to individuals who have been overlooked by mainstream lenders. With the support of renowned investors, we have quickly gained traction and currently serve over 300,000 customers across the UK.

About the Role:
We are seeking a Senior Data Engineer to join our team. As our first data engineer, you will play a crucial role in scaling our data infrastructure and enabling real-time, data-driven decision-making. Your primary responsibility will be designing and maintaining robust NoSQL database solutions that can handle high transaction volumes, providing low-latency, high availability, and ensuring smooth integration with our applications. You'll work closely with our engineering team to create data solutions that help us provide seamless services to our users.

Responsibilities:

Build our data foundation: Lead the design, development, and optimization of NoSQL databases (e.g. DynamoDB) to handle large volumes of data from multiple sources (e.g. customer applications, credit card transactions).
Data-driven decision-making: Enable real-time and batch processing of customer and credit data to support product development, risk management, and responsible lending decisions.
Collaborate across teams: Work closely with product, risk management, customer service, and compliance teams to ensure that data is available, clean, and actionable for business operations.
Optimize and scale: Build systems that scale with Bits' growth as we expand our customer base and data complexity, optimizing for performance, cost, and efficiency.
Data governance and security: Ensure data systems comply with regulatory requirements (e.g., GDPR) and uphold data privacy and security best practices.
Support risk and underwriting: Develop tools and processes to streamline data access for our underwriting team, providing them with accurate and timely data for credit risk assessments.
Automation and reporting: Work on automation of key data workflows and support data analytics teams by ensuring self-service capabilities for business intelligence reporting.
Be a key decision-maker: As a founding engineer, you will have significant input into the architecture, technology stack, and data strategy.
Requirements

Bachelor's degree in Computer Science, Information Technology, or a related field.
3+ years of experience in designing scalable, robust relational and non-relational database architectures
Hands-on experience with cloud platforms (e.g., AWS, GCP, Azure) and big data technologies (e.g., Hadoop, Spark, Kafka).
Proficient in SQL , but also highly skilled in non-relational database querying and manipulation.
Experience with ETL frameworks that handle both real-time and batch processing.
Programming proficiency in languages like Python or Java for data processing tasks and automation.
Expertise in data security , encryption, and handling compliance requirements
Strong communication skills and the ability to work collaboratively in a fast-paced environment.ring, or a related field.
Prior experience in the FinTech industry is a plus.
Nice-to-haves:

Experience in the fintech industry or a deep understanding of credit-building
products.
Experience with business intelligence BI tools like Looker, Omni, or similar
Familiarity with machine learning pipelines and model deployment.
Benefits
• A competitive market salary
• 28 days holidays/ year incl. UK/ England public & bank holidays
• Free fruit in the office
• Regular team meals",,,False,,,fulltime,https://uk.jooble.org/rjdp/555494822724753863?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,"(Senior) Data Engineer (ML, Big Data)"
Optima Dev,,1737331200000,"You’ll probably be the kind of Engineer who loves rolling up their sleeves, and still getting stuck into coding. You’ll probably like the sound of having no legacy tech to worry about – and you’re probably looking for the chance to actually influence decisions.

Well, this is the role for you.

You’d be joining a team who’ve built their data infrastructure from scratch over the last few years. Even better, they’re having no issues and things are going well – but they don’t want to stand still.

But as they’re continuing to grow, they’re looking to take it to the next level and make their infrastructure more mature – so you’ll come in to help with reliability and stability.

They already have plans to form a Central Data Hub (which you’ll play a big part in) – and establishing a larger data mesh.

Your focus will be on all things data processing within Databricks, ingestion pipelines, and DataOps/DevOps.

Tech wise, you’d surround yourself with PySpark/Python, Azure, Kubernetes, Terraform and IaaC. Of course, you’ll ideally have exposure with most of it.

As it stands, their Data team is only small – just one other Data Engineer at the mo. So you’ll get the chance to put your own stamp on things, and take ownership of your own work.

Salary wise, they’ll pay anywhere from £70,000-£82,000 DOE. It’s majority remote – heading into Oxford once every couple of months or so.

They can interview this side of Christmas too.

Get in touch with Jack Leeming @ Optima Dev for a chat.

You need to be UK-based, and they can't offer sponsorship.",,,True,,,fulltime,https://talents.studysmarter.co.uk/companies/optima-dev/optima-dev-senior-data-engineer-95-remote-674254/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Ashton-under-Lyne,,,Optima Dev | Senior Data Engineer (95% Remote)
Playtech,,1737244800000,"Company Description

About Playtech

Founded in 1999, the company has a premium listing on the Main Market of the London Stock Exchange and is focused on regulated and regulating markets across its B2B and B2C businesses. Both divisions leverage Playtech’s proprietary technology to deliver innovative products and services to ensure a safe, engaging and entertaining betting and gaming experience.

Playtech is the gambling industry's leading technology company delivering business intelligence-driven gambling software, services, content, and platform technology across the industry's most popular product verticals, including, casino, live casino, sports betting, bingo and poker. Read more about who we are and what we do here: www.playtech.com & www.playtechpeople.com

Here at Playtech, we genuinely believe that people are our biggest asset. Diverse thoughts, experiences, and individual characteristics enrich our work environment and lead to better business decisions. Recognizing differences and ensuring our processes are transparent is the core of Playtech’s overall commitment to responsible business practices.

Ready to level up your career?

Playtech’s land-based gaming unit is looking for a talented Support Engineer with a specialism in data engineering. You will be working as part of a product support team delivering and supporting a suite of modern applications for our customers globally. The data specialism provides the opportunity to focus on supporting the data layers (including OLTP databases, OLAP databases, data warehouses) used by our customers as part of the Neon Casino Management System.

Job Description

Your influential mission. You will…
• Identify, analyse, and resolve data-related issues to improve data reliability and maintain data integrity for a large global customer base
• Plan and execute data migrations between disparate systems
• Install, upgrade, and maintain applications, services, and databases
• Ensure data security and compliance with industry regulations and best practices
• Proactively identify opportunities for data architecture improvements and implement changes to optimize system performance and scalability
• Stay up to date with the latest data engineering trends, technologies, and best practices to ensure that our data infrastructure remains cutting-edge and efficient.
• Mentor and provide guidance to junior data team members, fostering a culture of continuous learning and improvement.

Qualifications

Components for success. You…
• Have 2+ years of experience supporting complex data-driven business applications
• Have excellent knowledge supporting Microsoft SQL Server 2016+ database deployments, including knowledge of installation, querying (T-SQL), stored procedures, SQL Agent, data manipulation, replication, and maintenance tasks (backup, restore, etc.)
• Have experience with query optimization and data analysis using Excel
• Have experience with data-quality monitoring and database performance monitoring and optimization.
• Possess high problem-solving and analytical skills, with a keen attention to detail
• Are someone who works well with other people and is committed to the cause

You’ll get extra points for…
• Experience in the gaming industry
• Experience with SQL Server Analysis Services (SSAS), SQL Server Integration Services (SSIS), and SQL Server Reporting Services (SSRS)
• Have good knowledge of Windows Server 2016+ and PowerShell
• Experience with PowerBI
• Knowledge of data warehouse modelling (e.g. Kimball, star schema etc.)
• Experience with Microsoft Azure, Amazon Web Services or Google Cloud Platform
• Having experience with source code control and Agile workflows.
• Your excellent spoken and written communication skills in English, allowing you to deliver complex information clearly to your colleagues
• Foreign languages particularly French or Spanish

Thrive in a culture that values…
• Empowerment, support, and mentoring
• Constant learning and development opportunities
• An active lifestyle and mental well-being
• Fun company events

Additional Information

HOW TO APPLY?

In addition to your CV, please add a brief motivation letter covering your goals, your current experience as a Technical Support Engineer in your industry, etc. You can write it in the comment section at the end of the application page (under ""your message to the hiring manager"").

Playtech is an equal opportunities employer. Our mission is to welcome everyone and create inclusive teams. We celebrate differences and encourage everyone to join us and be themselves at work.",,,False,,,fulltime,"https://www.glassdoor.co.uk/job-listing/support-engineer-data-playtech-JV_IC2691218_KO0,21_KE22,30.htm?jl=1009571851279&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",,,Manchester,,,Support Engineer - Data
Oliver Bernard,,1737158400000,"Location: London, N5 1RA Working Arrangements: Hybrid, 2-3 days p/w in office Salary: £80,000 - £100,000 Industry: Marketing/Advertising Tech Stack: Python, SQL, GCP Great opportunity for a talented Engineer (Python, SQL, GCP) to join a market analytics platform. The Company Global marketing and analytics platform that focus on providing data driven insights to international clients and customers. The Role They are seeking a highly pragmatic Engineer (Python, SQL, GCP) to help build their data platform as they go through a period of business growth. You (Python, SQL, GCP) will work closely with the analytics team to build platforms that can be used to provide business critical insights. The ideal candidate (Python, SQL, GCP) will be comfortable working both individually and as part of a team and liaise with other teams within the business and external vendors. Desired Skills ️ Python SQL (SQL Server, Azure SQL), NoSQL Apache Airflow, Kubernetes Kafka, Spark GCP Benefits Quarterly bonuses Private Health Care Training programmes Annual off-sites If you are a skilled engineer (Python, SQL, Spark, Azure) who is interested in this role then please apply below and I will be in touch with more details.",,,False,,,fulltime,https://talents.studysmarter.co.uk/companies/oliver-bernard/senior-data-engineer-gcp-656624/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Senior Data Engineer – GCP
Forward Role,,1737072000000,"Candidates MUST be DV or eDV Cleared - be a bristish citizen and lived in the UK for the past 10 years.

£50,000 - £100,000 + Bonus

Manchester, Surrey, Cheltenham or Southampton

My client is seeking a passionate and innovative Data Engineer to join a high-performing team focused on delivering advanced technical solutions for critical data services within the National Security sector. This role offers the chance to contribute to meaningful projects that address some of the most complex and sensitive challenges in the field.

As a Data Engineer, you will design and manage robust data pipelines that transform raw data into actionable insights. Working with huge diverse datasets coming from a variety of sources in many forms, predominantly very unstructured - you will apply cutting-edge distributed computing techniques to support downstream analytics and reporting.

Key Responsibilities
• Develop and optimize ETL/ELT workflows to efficiently transfer data from source systems to data repositories.
• Work with a variety of modern tools and technologies such as Apache Kafka, NiFi, Spark, Flink, or Airflow to streamline data processing.
• Leverage your expertise in both SQL and NoSQL databases (e.g., PostgreSQL, MongoDB, Elasticsearch, Accumulo, Neo4j).
• Write high-quality code using modern programming languages like Python, Java, or Go to solve complex technical challenges.
• Utilise distributed computing techniques to handle and analyse large-scale datasets.

About You

As a Data Engineer, you will be a proactive problem solver with a passion for harnessing data to drive critical insights. You bring experience in the development and management of incredibly complex data ecosystems and have a strong understanding of the technologies shaping this field. The successful candidate will be passionate about the impact of their work.

This is your chance to work with a high-growth, leading organisation that values technical excellence and innovation. You’ll collaborate closely with clients in the National Security sector, addressing unique challenges with tailored solutions.

As an industry leading, nationwide Marketing, Digital, Analytics, IT and Design recruitment agency, we are continually receiving new assignments to work on, so keep a close eye on our website, Facebook, LinkedIn and Twitter pages for a full list of current permanent and interim opportunities as well as marketplace news and fun stuff.

Forward Role is operating as an employment agency.",,,False,,,fulltime,https://www.forwardrole.com/jobs/84983dataengineerdvcleared?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Manchester,,,Data Engineer - DV CLEARED
Change Digital,,1737072000000,"Are you an experienced Data Engineer ? Do you have extensive Informatica skills ? Have you worked with Snowflake and AWS ? Would you like to work for a fast growing business that specialises in Business Intelligence & Data Analytics ? Its a hybrid working role and you will be based from either their London, Leeds, Manchester or Edinburgh office, typically 3 days a week from home and 2 day in office / on client site. To be considered for the role you must have experience working in the financial services sector, be it direct or through consultancy. **Visa sponsorship is not provided** Your skills and attributes: * An excellent team player and able to work independently. * Excellent client facing skills. * A self-starter who is proactive in nature. * Excellent verbal, written communication, and presentational skills. * Ability to build internal and external relationships. * Effective negotiating and influencing skills. * Ability to think creatively and propose innovative solutions. * Strong self-developer. * Leadership skills. Skills: * Informatica: Extensive hands-on experience with Informatica, including building and managing ETL pipelines. * Cloud Integration: Experience with cloud integration using AWS * ETL Processes: Proven ability in developing optimal and reliable ETL processes ingested from a wide variety of data sources, both structured and unstructured. Snowflake experience is required. * Data Transformation: Strong skills in data transformation, data cleansing, and data mapping using Informatica Cloud tools. * SQL: Advanced working knowledge in SQL and relational databases (e.g., Microsoft SQL Server, Oracle). * Data Warehousing: Experience in data warehousing, including data modeling and implementing data pipelines. * Data Management: Multi-skilled experience in Data Management, Data Integration, Data Quality, and Data Analytics. * Agile Methodologies: Experience working within Agile, Scrum, or DevOps environments. * Technical Business Analysis: Ability to translate business requirements into technical solutions. For more information get in touch asap",,,False,,,fulltime,https://talents.studysmarter.co.uk/companies/change-digital/data-engineer-informatica-646660/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,London,,,Data Engineer – Informatica
HippoDigital,,1736985600000,"About The Role
Hippo is recruiting for a Principal Data Engineer to join our Hippo Herd. Principal Data Engineers work in multi-disciplinary teams that build, support & maintain User-Centred digital solutions that offer real value and work for everyone.

Hippo’s Principal Data Engineers are experts in their field. You will act as a principal consultant providing technical expertise in data engineering practices both internally and to our clients. You will drive the team's technical deliverables, maintain client relationships and be passionate about developing and upskilling others.

Your role in nutshell:
• Act as a technical SME within the Hippo engineering community to produce and ensure user-centred software is developed based on business requirements and following best practice
• Work collaboratively with colleagues to explore, design and deliver solutions to client problems
• Maintain client relationships and troubleshoot issues through collaboration
• Design and manage software development and deployment pipelines resolving issues and potential bottlenecks before they occur
• Continuously reviews and prioritises the delivery teams workload and can anticipate the need for realignment with evolving operational prioritise and complex work-streams and assignments
• Be a strong communicator and presenter, presenting prototypes, solutions and progress to internal/external stakeholders in a clear concise manner
• Build great relationships with your team and stakeholders, identifying and ensuring that challenges are overcome
• Lead in the recruitment of other engineers, and support other consultants in their professional development
• Ensure Hippo’s Data and Engineering communities contribute to Hippo’s business at a strategic level
• Lead on new business opportunities, writing technical bids and proposals
• Promote Hippo’s Data Herd externally (for example through writing Blogs, Workshops, Seminars or Conferences)

Skills and experience that you need
• Excellent experience delivering in Python and experience with at least one other core language
• Excellent experience of SQL and relational databases. NoSQL databases is also desirable.
• Solid experience of at least one Cloud provider such as AWS, Azure or GCP.
• Preference will be given on candidates with strong Azure Cloud and general Microsoft Technology Stacks (e.g. MS SQL and .Net frameworks)
• Strong experience of working with different data formats, e.g., CSV, JSON and XML
• Building reliable Data Pipelines
• Broader knowledge of IT — e.g., Security and Networking
• Working in an Agile Environment
• Test-Driven Development and/or Behaviour Driven Development
• Continuous Integration and Continuous Deployment (CI/CD)
• Experience of operating as a technical leader on complex projects and able to manage stakeholder expectations and influencing decisions
• Coaching and guiding others on the best way to achieve an optimal solution
• Excellent verbal/written communication skills, able to articulate in both technical/non-technical terms depending on audience
• Technical leadership and/or mentoring
• Define working procedures and methodologies for the team

What makes us great
As well as a competitive salary which we’re transparent about from the outset, you can also expect a range of benefits:
• Contributory pension scheme (Hippo 6% with employee contributions of 2%)
• 25 days holiday plus UK public holidays
• Perkbox access for a wide range of discounts
• Critical illness cover
• Life assurance and death in service cover
• Volunteer days
• Cycle-to-work scheme for the avid cyclists
• Salary sacrifice electric vehicles scheme
• Season ticket loans
• Financial and general wellbeing sessions
• Flexible benefits scheme with options of:
• private health cover
• private dental cover
• additional company pension contributions
• additional holidays (up to an extra 2 days)
• wellbeing contribution
• charity contributions
• tree planting

Diversity, Inclusion and Belonging at Hippo
At Hippo, we’re dedicated to creating a diverse, equitable and inclusive workplace that works for everyone. We understand that having a diverse team unlocks our capacity for innovation, creativity and problem solving. Only by building a community of diverse perspectives, cultures and socio-economic backgrounds can we create an environment where all can contribute and thrive.

We actively encourage applications from underrepresented groups including women, ethnic minorities, LGBTQ+, neurodivergent and people with disabilities. We are committed to providing an inclusive and accessible recruitment process that reflects our workplace culture. We are a registered Disability Confident Employer, Mindful Employer, Endometriosis Friendly Employer and a member of the Armed Forces Covenant. Hippo continually strives to remove barriers, provide accommodations and offer reasonable adjustments to ensure equity throughout our practices.

Hi, we’re Hippo.

At Hippo, we design with empathy and build for impact. We do this by combining data-informed evidence, human-centred design and software engineering. We're a digital services partner who is genuinely invested in helping our clients thrive as modern organisations. Our delivery methodology is truly agile, from concept to reality, supporting innovation and continuous improvement to achieve your desired outcomes.

We firmly believe that technology should serve humanity, not the other way around. We take a human-centred approach to everything we do because we understand that complex problems require a service design approach. This means understanding how users behave and ensuring our solutions work for them in the real world.

Our combination of data, design, and engineering delivers bespoke digital services that make a positive and meaningful impact on organisations and society. We're confident in our abilities, authentic in our approach, and passionate about what we do. If you're looking for a digital services partner that can deliver real results, let us help you build for the future and make a lasting impact.

Hippo locations
We are headquartered in Leeds and located across the UK in Edinburgh, Manchester, Birmingham, London and Bristol. We're on the lookout for top talent nationwide, so don't let location hold you back from applying. We welcome candidates from all over the UK who possess the flexibility to work from any of our locations. Plus, we offer a generous relocation support package of up to £8k to help make your move a smooth one. It's worth noting that, given the dynamic nature of our business, you may be required to work on-site at client locations or from your own home.

Job Type: Full-time

Pay: £79,000.00-£100,000.00 per year

Schedule:
• Monday to Friday

Work Location: Hybrid remote in Birmingham B5 4TB",,,True,,,fulltime,https://www.simplyhired.co.uk/job/QQvIK_TGoqZdBoDh3UBnSR9o0WPNLrmjpEXiY1DxW1og6sp38UL-bQ?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Birmingham,,,Principal Data Engineer
Noir,,1736985600000,"Data Engineer - Leading Travel Company - Bristol

(Tech Stack: Data Engineer, Databricks, Python, Power BI, AWS QuickSight, Azure, AWS, TSQL, ETL, Agile Methodologies)

About the Company: Our client, a leading company in the travel industry, is seeking a talented Data Engineer to join their dynamic team in Bristol. This is a hybrid role, offering a blend of remote and in-office work, providing flexibility while maintaining a collaborative team environment.

Key Responsibilities:
• Maintain and optimise on-premises SQL Server data warehouses with a focus on stored procedures, indexing, partitioning, and load performance.
• Utilise Azure cloud tools including Azure Synapse Analytics, Azure Data Lake, Azure Data Factory, and Logic Apps for effective data management.
• Leverage hands-on experience with Microsoft Fabric or similar modern cloud platforms, emphasising data migration strategies and ETL development.
• Develop advanced SQL queries, stored procedures, and Python scripts for data manipulation, pipeline development, and automation.
• Design and optimise ETL processes and data pipelines using both on-premise tools like SSIS and cloud-based solutions like Azure Data Factory.
• Create and manage Power BI Premium reports, including data modeling, DAX, performance tuning, and advanced features such as composite models and incremental refresh.
• Implement data governance and security best practices, ensuring compliance with GDPR and other relevant regulations.
• Collaborate within an Agile framework, contributing to sprint planning, reviews, and retrospectives.
• Communicate effectively with stakeholders, translating complex data concepts into actionable insights and recommendations.

Essential Knowledge, Skills, and Experience:
• Extensive Data Warehouse Experience: Proven expertise in maintaining and optimizing SQL Server data warehouses, with a strong focus on stored procedures, indexing, partitioning, and load performance.
• Proficiency in Azure Cloud Tools: In-depth knowledge of Azure Synapse Analytics, Azure Data Lake, Azure Data Factory, and Logic Apps.
• Experience with Microsoft Fabric: Hands-on experience with Microsoft Fabric or similar platforms, particularly in data migration and ETL development.
• Advanced SQL and Python Skills: High-level proficiency in writing advanced SQL queries, stored procedures, and Python scripts for data manipulation and automation.
• ETL and Data Pipeline Expertise: Strong experience in designing and managing ETL processes using both on-premises tools like SSIS and cloud-based solutions like Azure Data Factory.
• Power BI Premium Expertise: Advanced skills in Power BI Premium, including data modeling, DAX, performance tuning, and utilizing advanced features like composite models and incremental refresh.
• Strong Understanding of Data Governance and Security: Comprehensive knowledge of data governance principles, security best practices, and compliance with GDPR and other regulations.
• Agile Methodology Experience: Demonstrated experience working within Agile teams and contributing to various Agile processes.
• Effective Stakeholder Communication: Excellent communication skills, with the ability to convey complex technical concepts to non-technical stakeholders clearly and effectively.

Benefits:
• Competitive salary
• Hybrid working model
• Opportunities for professional development
• Collaborative and innovative work environment

Location: Bristol, UK / Remote Working

Salary: £45,000 - £55,000 + Bonus + Pension + Benefits

Applicants must be based in the UK and have the right to work in the UK even though remote work is available.

To apply for this position please send your CV to Matt Jones at Noir.

NOIRUKTECHREC

NOIRUKREC

NC/RG/DE",,,True,,,fulltime,https://www.reed.co.uk/jobs/data-engineer-leading-travel-company-bristol/54324951?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Bristol,,,Data Engineer - Leading Travel Company - Bristol
Roke,,1736985600000,"As a Data Engineer, you’ll be actively involved in development of mission critical technical solutions that focus on data services for our National Security customers.
Roke are a leading technology & engineering company with clients spanning National Security, Defence and Industry . You will work alongside our customers to solve their complex and unique challenges.
As our next Data Engineer, you’ll be managing and developing data pipelines that transform raw data into valuable insights for Roke’s National Security customers, enabling downstream analytics and reporting. You’ll be working with diverse data sources (batch, streaming, real-time and unstructured), applying distributed compute techniques to handle large datasets.
The Key Requirements...
• Able to develop Extract, Transform, Load (ETL) or Extract, Load, Transform (ELT) workflows to move data from source systems to date stores
• You will have used one or more supporting technologies i.e. Apache, Kafka, NiFi, Spark, Flink or Airflow etc.
• A history working with SQL and NoSQL type databases (PostgreSQL, Mongo, ElasticSearch, Accumulo or Neo4j etc.)
• You will be able to code using a modern software language such as Python, Java or Go
• Experience of distributed computing techniques.

Built over a 60-year heritage, Roke offers specialist knowledge in sensors, communications, cyber, and AI and ML, and Data Science. We change the way organisations think and act – through dynamic insights from the analysis of multiple layers of data. We take care of the innovative, technical stuff that keeps everyone safe – that’s our mission, passion, and motivation.
Joining a team united by purpose and ambition, you’ll be at the heart of an exciting growth journey: having doubled in size over the last 4 years, we intend to double our headcount by 2027. At Roke, every individual counts. We push technical boundaries, together. We re-invest in product innovation, and we empower our people to make a difference.
Where you’ll work…
You’ll find our Gloucester site in a business park two minutes from junction 11A of the M5; The site allows easy access to our local customer base. Set on the outskirts of the Cotswolds, you are never far from a picturesque view or lunch time walk.
Why you should join us...
We are one Roke. We believe we all have a responsibility to create an environment where we all have the time, trust and freedom to succeed and where we are encouraged to bring our whole self to work. We are committed to a policy of Equal Opportunity, Diversity and Inclusion, enabled by our employee led resource groups of Women In Roke, Neurodiversity, Inspire (LGBT+) and ME (Majority Ethnic), which each contribute to making Roke a great place for people from all backgrounds to work.
Mental health and wellbeing is important to us, and we have a group of supportive Mental Health First Aiders to lend a listening ear for anyone who needs it. We also have a team of Mental Health First Aid Champions who help build a mentally healthy workplace, challenge stigma and support positive wellbeing.
The Benefits and Perks...
• Flexi-time: Working hours to suit you and your life
• Annual bonus: Based on profit share and personal performance
• Private medical insurance: Includes cover for existing conditions
• Holiday: You'll receive competitive annual leave plus bank holidays. We also offer the opportunity to buy and sell annual leave
• Chemring Share Save: Monthly savings into a 3 or 5 year plan.

Clearances…
Due to the nature of this role, we require you to be eligible to achieve DV clearance. As a result, you should be a British Citizen and have resided in the U.K. for the last 10 years.
The Next Step...
Click apply, submitting an up-to-date CV. We look forward to hearing from you.",,,False,,,fulltime,https://uk.linkedin.com/jobs/view/data-engineer-at-roke-4126512828?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,,Gloucester,,,Data Engineer
