antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Data Analyst', 'atlanta, ga'})",frozenset({'0.0'}),0.020087336244541485,1.0,0.020087336244541485,1.0,1.0,1.0,0.0,inf,0.0,0.020087336244541485,0.0,0.5100436681222708
"frozenset({'atlanta, ga'})","frozenset({'0.0', 'Data Analyst'})",0.0314410480349345,0.39039301310043667,0.020087336244541485,0.6388888888888888,1.6365274670643797,1.0,0.007812970767147842,1.6881424252603288,0.40157603795036656,0.05000000000000001,0.40763291945240365,0.34517151379567484
"frozenset({'0.0', 'by employers'})",frozenset({'Data Analyst'}),0.03668122270742358,0.39039301310043667,0.03668122270742358,1.0,2.5615212527964206,1.0,0.02236112965046433,inf,0.6328195829555757,0.09395973154362415,1.0,0.5469798657718121
"frozenset({'Data Analyst', 'by employers'})",frozenset({'0.0'}),0.03668122270742358,1.0,0.03668122270742358,1.0,1.0,1.0,0.0,inf,0.0,0.03668122270742358,0.0,0.5183406113537118
frozenset({'by employers'}),"frozenset({'0.0', 'Data Analyst'})",0.03668122270742358,0.39039301310043667,0.03668122270742358,1.0,2.5615212527964206,1.0,0.02236112965046433,inf,0.6328195829555757,0.09395973154362415,1.0,0.5469798657718121
"frozenset({'0.0', 'Data Analyst'})",frozenset({'data analyst'}),0.39039301310043667,0.05152838427947598,0.05152838427947598,0.1319910514541387,2.5615212527964206,1.0,0.03141206308041418,1.0926979696574077,1.0,0.1319910514541387,0.08483402754603021,0.5659955257270693
"frozenset({'0.0', 'data analyst'})",frozenset({'Data Analyst'}),0.05152838427947598,0.39039301310043667,0.05152838427947598,1.0,2.5615212527964206,1.0,0.03141206308041418,inf,0.6427255985267035,0.1319910514541387,1.0,0.5659955257270693
"frozenset({'Data Analyst', 'data analyst'})",frozenset({'0.0'}),0.05152838427947598,1.0,0.05152838427947598,1.0,1.0,1.0,0.0,inf,0.0,0.05152838427947598,0.0,0.525764192139738
frozenset({'Data Analyst'}),"frozenset({'0.0', 'data analyst'})",0.39039301310043667,0.05152838427947598,0.05152838427947598,0.1319910514541387,2.5615212527964206,1.0,0.03141206308041418,1.0926979696574077,1.0,0.1319910514541387,0.08483402754603021,0.5659955257270693
frozenset({'data analyst'}),"frozenset({'0.0', 'Data Analyst'})",0.05152838427947598,0.39039301310043667,0.05152838427947598,1.0,2.5615212527964206,1.0,0.03141206308041418,inf,0.6427255985267035,0.1319910514541387,1.0,0.5659955257270693
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'Data Analyst'}),0.022707423580786028,0.39039301310043667,0.022707423580786028,1.0,2.5615212527964206,1.0,0.013842604069335063,inf,0.6237712243074174,0.05816554809843401,1.0,0.529082774049217
"frozenset({'Data Analyst', 'data analyst - 35p cryptologic linguist'})",frozenset({'0.0'}),0.022707423580786028,1.0,0.022707423580786028,1.0,1.0,1.0,0.0,inf,0.0,0.022707423580786028,0.0,0.511353711790393
frozenset({'data analyst - 35p cryptologic linguist'}),"frozenset({'0.0', 'Data Analyst'})",0.022707423580786028,0.39039301310043667,0.022707423580786028,1.0,2.5615212527964206,1.0,0.013842604069335063,inf,0.6237712243074174,0.05816554809843401,1.0,0.529082774049217
"frozenset({'0.0', 'los angeles, ca'})",frozenset({'Data Analyst'}),0.03755458515283843,0.39039301310043667,0.025327510917030567,0.6744186046511628,1.7275375890952605,1.0,0.010666463263477048,1.8723643169058013,0.4375743162901307,0.06290672451193058,0.4659159059105751,0.36964778107278495
"frozenset({'Data Analyst', 'los angeles, ca'})",frozenset({'0.0'}),0.025327510917030567,1.0,0.025327510917030567,1.0,1.0,1.0,0.0,inf,0.0,0.025327510917030567,0.0,0.5126637554585153
"frozenset({'los angeles, ca'})","frozenset({'0.0', 'Data Analyst'})",0.03755458515283843,0.39039301310043667,0.025327510917030567,0.6744186046511628,1.7275375890952605,1.0,0.010666463263477048,1.8723643169058013,0.4375743162901307,0.06290672451193058,0.4659159059105751,0.36964778107278495
"frozenset({'0.0', 'new york, ny'})",frozenset({'Data Analyst'}),0.048034934497816595,0.39039301310043667,0.01222707423580786,0.2545454545454545,0.6520235916209071,1.0,-0.0065254285768768724,0.8177654702311214,-0.3592273777031284,0.028688524590163935,-0.22284449075280024,0.14293268252999797
"frozenset({'Data Analyst', 'new york, ny'})",frozenset({'0.0'}),0.01222707423580786,1.0,0.01222707423580786,1.0,1.0,1.0,0.0,inf,0.0,0.01222707423580786,0.0,0.506113537117904
"frozenset({'new york, ny'})","frozenset({'0.0', 'Data Analyst'})",0.048034934497816595,0.39039301310043667,0.01222707423580786,0.2545454545454545,0.6520235916209071,1.0,-0.0065254285768768724,0.8177654702311214,-0.3592273777031284,0.028688524590163935,-0.22284449075280024,0.14293268252999797
"frozenset({'0.0', 'san diego, ca'})",frozenset({'Data Analyst'}),0.028820960698689956,0.39039301310043667,0.017467248908296942,0.6060606060606061,1.5524371229069216,1.0,0.006215747220686104,1.5474638898219684,0.36641187050359714,0.043478260869565216,0.35378136667534954,0.3254016676835469
"frozenset({'Data Analyst', 'san diego, ca'})",frozenset({'0.0'}),0.017467248908296942,1.0,0.017467248908296942,1.0,1.0,1.0,0.0,inf,0.0,0.017467248908296942,0.0,0.5087336244541485
"frozenset({'san diego, ca'})","frozenset({'0.0', 'Data Analyst'})",0.028820960698689956,0.39039301310043667,0.017467248908296942,0.6060606060606061,1.5524371229069216,1.0,0.006215747220686104,1.5474638898219684,0.36641187050359714,0.043478260869565216,0.35378136667534954,0.3254016676835469
"frozenset({'0.0', 'senior data analyst'})",frozenset({'Data Analyst'}),0.014847161572052401,0.39039301310043667,0.014847161572052401,1.0,2.5615212527964206,1.0,0.009050933429949847,inf,0.6187943262411346,0.03803131991051454,1.0,0.5190156599552572
"frozenset({'Data Analyst', 'senior data analyst'})",frozenset({'0.0'}),0.014847161572052401,1.0,0.014847161572052401,1.0,1.0,1.0,0.0,inf,0.0,0.014847161572052401,0.0,0.5074235807860262
frozenset({'senior data analyst'}),"frozenset({'0.0', 'Data Analyst'})",0.014847161572052401,0.39039301310043667,0.014847161572052401,1.0,2.5615212527964206,1.0,0.009050933429949847,inf,0.6187943262411346,0.03803131991051454,1.0,0.5190156599552572
"frozenset({'0.0', 'synergisticit'})",frozenset({'Data Analyst'}),0.013100436681222707,0.39039301310043667,0.010480349344978166,0.8,2.0492170022371368,1.0,0.005366030396064148,3.0480349344978173,0.5188053097345133,0.02666666666666667,0.6719197707736391,0.4134228187919463
"frozenset({'Data Analyst', 'synergisticit'})",frozenset({'0.0'}),0.010480349344978166,1.0,0.010480349344978166,1.0,1.0,1.0,0.0,inf,0.0,0.010480349344978167,0.0,0.505240174672489
frozenset({'synergisticit'}),"frozenset({'0.0', 'Data Analyst'})",0.013100436681222707,0.39039301310043667,0.010480349344978166,0.8,2.0492170022371368,1.0,0.005366030396064148,3.0480349344978173,0.5188053097345133,0.02666666666666667,0.6719197707736391,0.4134228187919463
"frozenset({'0.0', 'data engineer'})",frozenset({'Data Engineer'}),0.0462882096069869,0.10393013100436681,0.0462882096069869,1.0,9.621848739495798,1.0,0.04147746991857516,inf,0.9395604395604394,0.4453781512605043,1.0,0.7226890756302521
"frozenset({'0.0', 'Data Engineer'})",frozenset({'data engineer'}),0.10393013100436681,0.0462882096069869,0.0462882096069869,0.44537815126050423,9.621848739495798,1.0,0.04147746991857516,1.7195712584358873,1.0,0.4453781512605043,0.41845969156893525,0.7226890756302521
"frozenset({'Data Engineer', 'data engineer'})",frozenset({'0.0'}),0.0462882096069869,1.0,0.0462882096069869,1.0,1.0,1.0,0.0,inf,0.0,0.0462882096069869,0.0,0.5231441048034935
frozenset({'data engineer'}),"frozenset({'0.0', 'Data Engineer'})",0.0462882096069869,0.10393013100436681,0.0462882096069869,1.0,9.621848739495798,1.0,0.04147746991857516,inf,0.9395604395604394,0.4453781512605043,1.0,0.7226890756302521
frozenset({'Data Engineer'}),"frozenset({'0.0', 'data engineer'})",0.10393013100436681,0.0462882096069869,0.0462882096069869,0.44537815126050423,9.621848739495798,1.0,0.04147746991857516,1.7195712584358873,1.0,0.4453781512605043,0.41845969156893525,0.7226890756302521
"frozenset({'0.0', 'senior data engineer'})",frozenset({'Data Engineer'}),0.01222707423580786,0.10393013100436681,0.01222707423580786,1.0,9.621848739495798,1.0,0.010956312808680231,inf,0.9071618037135278,0.11764705882352942,1.0,0.5588235294117647
"frozenset({'0.0', 'Data Engineer'})",frozenset({'senior data engineer'}),0.10393013100436681,0.01222707423580786,0.01222707423580786,0.11764705882352942,9.6218487394958,1.0,0.010956312808680231,1.1194759825327512,1.0,0.11764705882352942,0.10672491808394446,0.5588235294117647
"frozenset({'Data Engineer', 'senior data engineer'})",frozenset({'0.0'}),0.01222707423580786,1.0,0.01222707423580786,1.0,1.0,1.0,0.0,inf,0.0,0.01222707423580786,0.0,0.506113537117904
frozenset({'senior data engineer'}),"frozenset({'0.0', 'Data Engineer'})",0.01222707423580786,0.10393013100436681,0.01222707423580786,1.0,9.621848739495798,1.0,0.010956312808680231,inf,0.9071618037135278,0.11764705882352942,1.0,0.5588235294117647
frozenset({'Data Engineer'}),"frozenset({'0.0', 'senior data engineer'})",0.10393013100436681,0.01222707423580786,0.01222707423580786,0.11764705882352942,9.6218487394958,1.0,0.010956312808680231,1.1194759825327512,1.0,0.11764705882352942,0.10672491808394446,0.5588235294117647
"frozenset({'0.0', 'atlanta, ga'})",frozenset({'Data Scientist'}),0.0314410480349345,0.5056768558951965,0.011353711790393014,0.3611111111111111,0.7141143734407983,1.0,-0.004545298525962509,0.7737231820770838,-0.29245190420102074,0.02159468438538206,-0.29245190420102085,0.1917818077144502
"frozenset({'atlanta, ga', 'Data Scientist'})",frozenset({'0.0'}),0.011353711790393014,1.0,0.011353711790393014,1.0,1.0,1.0,0.0,inf,0.0,0.011353711790393014,0.0,0.5056768558951965
"frozenset({'atlanta, ga'})","frozenset({'0.0', 'Data Scientist'})",0.0314410480349345,0.5056768558951965,0.011353711790393014,0.3611111111111111,0.7141143734407983,1.0,-0.004545298525962509,0.7737231820770838,-0.29245190420102074,0.02159468438538206,-0.29245190420102085,0.1917818077144502
"frozenset({'0.0', 'boston, ma'})",frozenset({'Data Scientist'}),0.020087336244541485,0.5056768558951965,0.020087336244541485,1.0,1.9775474956822108,1.0,0.009929635209092123,inf,0.5044563279857398,0.039723661485319514,1.0,0.5198618307426598
"frozenset({'Data Scientist', 'boston, ma'})",frozenset({'0.0'}),0.020087336244541485,1.0,0.020087336244541485,1.0,1.0,1.0,0.0,inf,0.0,0.020087336244541485,0.0,0.5100436681222708
"frozenset({'boston, ma'})","frozenset({'0.0', 'Data Scientist'})",0.020087336244541485,0.5056768558951965,0.020087336244541485,1.0,1.9775474956822108,1.0,0.009929635209092123,inf,0.5044563279857398,0.039723661485319514,1.0,0.5198618307426598
"frozenset({'0.0', 'cambridge, ma'})",frozenset({'Data Scientist'}),0.04104803493449782,0.5056768558951965,0.03580786026200873,0.8723404255319148,1.725094623892992,1.0,0.015050819015655685,3.8721979621542917,0.4383135634635034,0.07008547008547009,0.7417487406961881,0.47157608495939435
"frozenset({'cambridge, ma', 'Data Scientist'})",frozenset({'0.0'}),0.03580786026200873,1.0,0.03580786026200873,1.0,1.0,1.0,0.0,inf,0.0,0.03580786026200874,0.0,0.5179039301310043
"frozenset({'cambridge, ma'})","frozenset({'0.0', 'Data Scientist'})",0.04104803493449782,0.5056768558951965,0.03580786026200873,0.8723404255319148,1.725094623892992,1.0,0.015050819015655685,3.8721979621542917,0.4383135634635034,0.07008547008547009,0.7417487406961881,0.47157608495939435
"frozenset({'0.0', 'chicago, il'})",frozenset({'Data Scientist'}),0.02794759825327511,0.5056768558951965,0.01921397379912664,0.6875,1.3595639032815199,1.0,0.005081520184588396,1.5818340611353712,0.272073838111574,0.03735144312393888,0.3678224381625442,0.36274827288428324
"frozenset({'chicago, il', 'Data Scientist'})",frozenset({'0.0'}),0.01921397379912664,1.0,0.01921397379912664,1.0,1.0,1.0,0.0,inf,0.0,0.01921397379912664,0.0,0.5096069868995633
"frozenset({'chicago, il'})","frozenset({'0.0', 'Data Scientist'})",0.02794759825327511,0.5056768558951965,0.01921397379912664,0.6875,1.3595639032815199,1.0,0.005081520184588396,1.5818340611353712,0.272073838111574,0.03735144312393888,0.3678224381625442,0.36274827288428324
"frozenset({'0.0', 'Data Scientist'})",frozenset({'data scientist'}),0.5056768558951965,0.11441048034934498,0.11441048034934498,0.22625215889464595,1.9775474956822108,1.0,0.056555748364829045,1.1445453836556458,1.0,0.22625215889464595,0.1262906527952363,0.613126079447323
"frozenset({'0.0', 'data scientist'})",frozenset({'Data Scientist'}),0.11441048034934498,0.5056768558951965,0.11441048034934498,1.0,1.9775474956822108,1.0,0.056555748364829045,inf,0.5581854043392505,0.22625215889464595,1.0,0.613126079447323
"frozenset({'Data Scientist', 'data scientist'})",frozenset({'0.0'}),0.11441048034934498,1.0,0.11441048034934498,1.0,1.0,1.0,0.0,inf,0.0,0.11441048034934498,0.0,0.5572052401746725
frozenset({'0.0'}),"frozenset({'Data Scientist', 'data scientist'})",1.0,0.11441048034934498,0.11441048034934498,0.11441048034934498,1.0,1.0,0.0,1.0,0.0,0.11441048034934498,0.0,0.5572052401746725
frozenset({'Data Scientist'}),"frozenset({'0.0', 'data scientist'})",0.5056768558951965,0.11441048034934498,0.11441048034934498,0.22625215889464595,1.9775474956822108,1.0,0.056555748364829045,1.1445453836556458,1.0,0.22625215889464595,0.1262906527952363,0.613126079447323
frozenset({'data scientist'}),"frozenset({'0.0', 'Data Scientist'})",0.11441048034934498,0.5056768558951965,0.11441048034934498,1.0,1.9775474956822108,1.0,0.056555748364829045,inf,0.5581854043392505,0.22625215889464595,1.0,0.613126079447323
"frozenset({'0.0', 'los angeles, ca'})",frozenset({'Data Scientist'}),0.03755458515283843,0.5056768558951965,0.011353711790393014,0.3023255813953488,0.5978631963690404,1.0,-0.007636772754142752,0.7085298398835517,-0.4113731613115293,0.021346469622331693,-0.41137316131152935,0.16238904285656905
"frozenset({'Data Scientist', 'los angeles, ca'})",frozenset({'0.0'}),0.011353711790393014,1.0,0.011353711790393014,1.0,1.0,1.0,0.0,inf,0.0,0.011353711790393014,0.0,0.5056768558951965
"frozenset({'los angeles, ca'})","frozenset({'0.0', 'Data Scientist'})",0.03755458515283843,0.5056768558951965,0.011353711790393014,0.3023255813953488,0.5978631963690404,1.0,-0.007636772754142752,0.7085298398835517,-0.4113731613115293,0.021346469622331693,-0.41137316131152935,0.16238904285656905
"frozenset({'0.0', 'new york, ny'})",frozenset({'Data Scientist'}),0.048034934497816595,0.5056768558951965,0.03318777292576419,0.6909090909090909,1.3663055424713455,1.0,0.008897618275776585,1.5992807603390702,0.2816272332206663,0.06375838926174496,0.3747189206553164,0.37826974407285285
"frozenset({'Data Scientist', 'new york, ny'})",frozenset({'0.0'}),0.03318777292576419,1.0,0.03318777292576419,1.0,1.0,1.0,0.0,inf,0.0,0.03318777292576419,0.0,0.5165938864628821
"frozenset({'new york, ny'})","frozenset({'0.0', 'Data Scientist'})",0.048034934497816595,0.5056768558951965,0.03318777292576419,0.6909090909090909,1.3663055424713455,1.0,0.008897618275776585,1.5992807603390702,0.2816272332206663,0.06375838926174496,0.3747189206553164,0.37826974407285285
"frozenset({'0.0', 'pittsburgh, pa'})",frozenset({'Data Scientist'}),0.010480349344978166,0.5056768558951965,0.010480349344978166,1.0,1.9775474956822108,1.0,0.005180679239526325,inf,0.499558693733451,0.02072538860103627,1.0,0.5103626943005182
"frozenset({'Data Scientist', 'pittsburgh, pa'})",frozenset({'0.0'}),0.010480349344978166,1.0,0.010480349344978166,1.0,1.0,1.0,0.0,inf,0.0,0.010480349344978167,0.0,0.505240174672489
"frozenset({'pittsburgh, pa'})","frozenset({'0.0', 'Data Scientist'})",0.010480349344978166,0.5056768558951965,0.010480349344978166,1.0,1.9775474956822108,1.0,0.005180679239526325,inf,0.499558693733451,0.02072538860103627,1.0,0.5103626943005182
"frozenset({'0.0', 'reynolds american\n3.1'})",frozenset({'Data Scientist'}),0.01222707423580786,0.5056768558951965,0.01222707423580786,1.0,1.9775474956822108,1.0,0.006044125779447379,inf,0.5004420866489832,0.024179620034542316,1.0,0.5120898100172712
"frozenset({'Data Scientist', 'reynolds american\n3.1'})",frozenset({'0.0'}),0.01222707423580786,1.0,0.01222707423580786,1.0,1.0,1.0,0.0,inf,0.0,0.01222707423580786,0.0,0.506113537117904
frozenset({'reynolds american\n3.1'}),"frozenset({'0.0', 'Data Scientist'})",0.01222707423580786,0.5056768558951965,0.01222707423580786,1.0,1.9775474956822108,1.0,0.006044125779447379,inf,0.5004420866489832,0.024179620034542316,1.0,0.5120898100172712
"frozenset({'0.0', 'san diego, ca'})",frozenset({'Data Scientist'}),0.028820960698689956,0.5056768558951965,0.010480349344978166,0.36363636363636365,0.7191081802480767,1.0,-0.004093743445014397,0.7767935121646912,-0.2868366201699535,0.02,-0.28734339865081915,0.19218087611869997
"frozenset({'Data Scientist', 'san diego, ca'})",frozenset({'0.0'}),0.010480349344978166,1.0,0.010480349344978166,1.0,1.0,1.0,0.0,inf,0.0,0.010480349344978167,0.0,0.505240174672489
"frozenset({'san diego, ca'})","frozenset({'0.0', 'Data Scientist'})",0.028820960698689956,0.5056768558951965,0.010480349344978166,0.36363636363636365,0.7191081802480767,1.0,-0.004093743445014397,0.7767935121646912,-0.2868366201699535,0.02,-0.28734339865081915,0.19218087611869997
"frozenset({'0.0', 'san francisco, ca'})",frozenset({'Data Scientist'}),0.04279475982532751,0.5056768558951965,0.027074235807860263,0.6326530612244898,1.2511014768601743,1.0,0.005433916210598581,1.345657447840854,0.20967741935483883,0.051926298157453935,0.2568688252686234,0.3430968242219168
"frozenset({'Data Scientist', 'san francisco, ca'})",frozenset({'0.0'}),0.027074235807860263,1.0,0.027074235807860263,1.0,1.0,1.0,0.0,inf,0.0,0.027074235807860267,0.0,0.5135371179039301
"frozenset({'san francisco, ca'})","frozenset({'0.0', 'Data Scientist'})",0.04279475982532751,0.5056768558951965,0.027074235807860263,0.6326530612244898,1.2511014768601743,1.0,0.005433916210598581,1.345657447840854,0.20967741935483883,0.051926298157453935,0.2568688252686234,0.3430968242219168
"frozenset({'0.0', 'senior data scientist'})",frozenset({'Data Scientist'}),0.029694323144104803,0.5056768558951965,0.029694323144104803,1.0,1.9775474956822108,1.0,0.01467859117865792,inf,0.5094509450945094,0.05872193436960276,1.0,0.5293609671848014
"frozenset({'Data Scientist', 'senior data scientist'})",frozenset({'0.0'}),0.029694323144104803,1.0,0.029694323144104803,1.0,1.0,1.0,0.0,inf,0.0,0.029694323144104806,0.0,0.5148471615720523
frozenset({'senior data scientist'}),"frozenset({'0.0', 'Data Scientist'})",0.029694323144104803,0.5056768558951965,0.029694323144104803,1.0,1.9775474956822108,1.0,0.01467859117865792,inf,0.5094509450945094,0.05872193436960276,1.0,0.5293609671848014
"frozenset({'0.0', 'by employers'})",frozenset({'data analyst - 35p cryptologic linguist'}),0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'by employers'}),0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'by employers', 'data analyst - 35p cryptologic linguist'})",frozenset({'0.0'}),0.022707423580786028,1.0,0.022707423580786028,1.0,1.0,1.0,0.0,inf,0.0,0.022707423580786028,0.0,0.511353711790393
frozenset({'by employers'}),"frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
frozenset({'data analyst - 35p cryptologic linguist'}),"frozenset({'0.0', 'by employers'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'data scientist'})","frozenset({'new york, ny'})",0.11441048034934498,0.048034934497816595,0.017467248908296942,0.15267175572519084,3.178348369188064,1.0,0.011971548978852425,1.123490302529604,0.7739151873767259,0.12048192771084336,0.10991666083059039,0.2581540596807772
"frozenset({'0.0', 'new york, ny'})",frozenset({'data scientist'}),0.048034934497816595,0.11441048034934498,0.017467248908296942,0.3636363636363636,3.1783483691880634,1.0,0.011971548978852425,1.3916406737367435,0.719954128440367,0.12048192771084336,0.28142370450062754,0.2581540596807772
"frozenset({'data scientist', 'new york, ny'})",frozenset({'0.0'}),0.017467248908296942,1.0,0.017467248908296942,1.0,1.0,1.0,0.0,inf,0.0,0.017467248908296942,0.0,0.5087336244541485
frozenset({'data scientist'}),"frozenset({'0.0', 'new york, ny'})",0.11441048034934498,0.048034934497816595,0.017467248908296942,0.15267175572519084,3.178348369188064,1.0,0.011971548978852425,1.123490302529604,0.7739151873767259,0.12048192771084336,0.10991666083059039,0.2581540596807772
"frozenset({'new york, ny'})","frozenset({'0.0', 'data scientist'})",0.048034934497816595,0.11441048034934498,0.017467248908296942,0.3636363636363636,3.1783483691880634,1.0,0.011971548978852425,1.3916406737367435,0.719954128440367,0.12048192771084336,0.28142370450062754,0.2581540596807772
"frozenset({'Data Analyst', '117500.0'})",frozenset({'1.0'}),0.25065502183406113,0.8812227074235808,0.25065502183406113,1.0,1.134786917740337,1.0,0.029772124864133026,inf,0.1585081585081585,0.2844400396432111,1.0,0.6422200198216055
"frozenset({'Data Analyst', '1.0'})",frozenset({'117500.0'}),0.3807860262008734,0.25065502183406113,0.25065502183406113,0.658256880733945,2.626146788990826,1.0,0.15520909212257583,2.1927141642976467,0.9999999999999998,0.658256880733945,0.5439442056414533,0.8291284403669725
"frozenset({'117500.0', '1.0'})",frozenset({'Data Analyst'}),0.25065502183406113,0.39039301310043667,0.25065502183406113,1.0,2.5615212527964206,1.0,0.15280105261150628,inf,0.8135198135198136,0.6420581655480985,1.0,0.8210290827740492
frozenset({'Data Analyst'}),"frozenset({'117500.0', '1.0'})",0.39039301310043667,0.25065502183406113,0.25065502183406113,0.6420581655480985,2.5615212527964206,1.0,0.15280105261150628,2.093482532751092,1.0000000000000002,0.6420581655480985,0.5223270391055626,0.8210290827740492
frozenset({'117500.0'}),"frozenset({'Data Analyst', '1.0'})",0.25065502183406113,0.3807860262008734,0.25065502183406113,1.0,2.6261467889908254,1.0,0.15520909212257583,inf,0.8263403263403263,0.658256880733945,1.0,0.8291284403669725
frozenset({'1.0'}),"frozenset({'Data Analyst', '117500.0'})",0.8812227074235808,0.25065502183406113,0.25065502183406113,0.2844400396432111,1.134786917740337,1.0,0.029772124864133026,1.0472147963565546,0.9999999999999999,0.2844400396432111,0.04508606688983296,0.6422200198216055
"frozenset({'atlanta, ga', '117500.0'})",frozenset({'1.0'}),0.01921397379912664,0.8812227074235808,0.01921397379912664,1.0,1.134786917740337,1.0,0.0022821837874945176,inf,0.1211041852181656,0.021803766105054512,1.0,0.5109018830525273
"frozenset({'atlanta, ga', '1.0'})",frozenset({'117500.0'}),0.0314410480349345,0.25065502183406113,0.01921397379912664,0.6111111111111112,2.4380565234223774,1.0,0.011333117217444367,1.9268870867124146,0.6089843429789327,0.07308970099667776,0.48102823102823106,0.3438830816879598
"frozenset({'atlanta, ga'})","frozenset({'117500.0', '1.0'})",0.0314410480349345,0.25065502183406113,0.01921397379912664,0.6111111111111112,2.4380565234223774,1.0,0.011333117217444367,1.9268870867124146,0.6089843429789327,0.07308970099667776,0.48102823102823106,0.3438830816879598
"frozenset({'117500.0', 'by employers'})",frozenset({'1.0'}),0.03668122270742358,0.8812227074235808,0.03668122270742358,1.0,1.134786917740337,1.0,0.004356896321580442,inf,0.12330009066183135,0.04162537165510406,1.0,0.520812685827552
"frozenset({'117500.0', '1.0'})",frozenset({'by employers'}),0.25065502183406113,0.03668122270742358,0.03668122270742358,0.14634146341463414,3.9895470383275264,1.0,0.027486890028794262,1.128459139114161,1.0,0.14634146341463414,0.11383587997258032,0.573170731707317
"frozenset({'by employers', '1.0'})",frozenset({'117500.0'}),0.03668122270742358,0.25065502183406113,0.03668122270742358,1.0,3.989547038327526,1.0,0.027486890028794262,inf,0.7778785131459656,0.14634146341463414,1.0,0.573170731707317
frozenset({'117500.0'}),"frozenset({'by employers', '1.0'})",0.25065502183406113,0.03668122270742358,0.03668122270742358,0.14634146341463414,3.9895470383275264,1.0,0.027486890028794262,1.128459139114161,1.0,0.14634146341463414,0.11383587997258032,0.573170731707317
frozenset({'by employers'}),"frozenset({'117500.0', '1.0'})",0.03668122270742358,0.25065502183406113,0.03668122270742358,1.0,3.989547038327526,1.0,0.027486890028794262,inf,0.7778785131459656,0.14634146341463414,1.0,0.573170731707317
"frozenset({'data analyst', '117500.0'})",frozenset({'1.0'}),0.026200873362445413,0.8812227074235808,0.026200873362445413,1.0,1.134786917740337,1.0,0.003112068801128888,inf,0.12197309417040361,0.02973240832507433,1.0,0.5148662041625371
"frozenset({'data analyst', '1.0'})",frozenset({'117500.0'}),0.05152838427947598,0.25065502183406113,0.026200873362445413,0.5084745762711864,2.0285832398275554,1.0,0.01328502507579947,1.5245294383375998,0.5345917740945365,0.09493670886075949,0.3440598949073525,0.30650209649796256
"frozenset({'117500.0', '1.0'})",frozenset({'data analyst'}),0.25065502183406113,0.05152838427947598,0.026200873362445413,0.10452961672473868,2.028583239827556,1.0,0.01328502507579947,1.059188146738484,0.6766511266511267,0.09493670886075949,0.055880673250299995,0.30650209649796256
frozenset({'data analyst'}),"frozenset({'117500.0', '1.0'})",0.05152838427947598,0.25065502183406113,0.026200873362445413,0.5084745762711864,2.0285832398275554,1.0,0.01328502507579947,1.5245294383375998,0.5345917740945365,0.09493670886075949,0.3440598949073525,0.30650209649796256
frozenset({'117500.0'}),"frozenset({'data analyst', '1.0'})",0.25065502183406113,0.05152838427947598,0.026200873362445413,0.10452961672473868,2.028583239827556,1.0,0.01328502507579947,1.059188146738484,0.6766511266511267,0.09493670886075949,0.055880673250299995,0.30650209649796256
"frozenset({'117500.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'1.0'}),0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'data analyst - 35p cryptologic linguist', '1.0'})",frozenset({'117500.0'}),0.022707423580786028,0.25065502183406113,0.022707423580786028,1.0,3.989547038327526,1.0,0.01701569382734883,inf,0.7667560321715817,0.09059233449477352,1.0,0.5452961672473867
frozenset({'data analyst - 35p cryptologic linguist'}),"frozenset({'117500.0', '1.0'})",0.022707423580786028,0.25065502183406113,0.022707423580786028,1.0,3.989547038327526,1.0,0.01701569382734883,inf,0.7667560321715817,0.09059233449477352,1.0,0.5452961672473867
"frozenset({'117500.0', 'los angeles, ca'})",frozenset({'1.0'}),0.013973799126637555,0.8812227074235808,0.013973799126637555,1.0,1.134786917740337,1.0,0.0016597700272687407,inf,0.12046058458813114,0.015857284440039643,1.0,0.5079286422200198
"frozenset({'1.0', 'los angeles, ca'})",frozenset({'117500.0'}),0.03755458515283843,0.25065502183406113,0.013973799126637555,0.37209302325581395,1.484482618912568,1.0,0.004560553765183731,1.1934012615235323,0.3390993647912886,0.05095541401273885,0.16205887136119693,0.21392107608783728
